id;name;family;birthday;pub_date;gender;breed;shelter;taken_home;in_favorites;take_a_walk;take_a_home;visit_counter;raiting
346;________;cat;10.03.2017;None;female;___ ______;5;TRUE;8;0;1;0;0
347;______;cat;20.04.2011;None;female;___ ______;12;TRUE;3;0;1;0;0
348;_______;cat;20.08.2016;None;female;___ ______;5;TRUE;9;0;1;0;0
349;________;cat;20.08.2016;None;male;___ ______;5;TRUE;6;0;1;0;0
350;________;cat;20.08.2014;None;female;___ ______;1;FALSE;6;1;0;0;0
351;____;cat;20.08.2016;None;female;___ ______;4;TRUE;2;0;1;0;0
352;_______;cat;18.07.2016;None;female;___ ______;1;TRUE;5;0;1;0;0
353;____;cat;20.08.2013;None;male;___ ______;12;TRUE;2;0;1;0;0
354;_______;cat;20.09.2014;None;female;___ ______;5;TRUE;2;0;1;0;0
355;______;cat;20.06.2015;None;female;___ ______;5;TRUE;1;0;1;0;0
356;____;cat;20.11.2016;None;male;___ ______;4;TRUE;6;0;1;0;0
357;________;cat;20.03.2016;None;female;___ ______;4;TRUE;2;0;1;0;0
358;____;cat;20.09.2015;None;male;___ ______;1;TRUE;7;1;1;0;0
359;____;cat;02.05.2016;None;male;___ ______;1;TRUE;2;0;1;0;0
360;___;cat;20.02.2015;None;male;___ ______;4;TRUE;3;0;1;0;0
361;___;cat;20.08.2016;None;female;___ ______;10;TRUE;8;0;1;0;0
362;_____;cat;08.09.2016;None;female;___ ______;10;TRUE;14;0;1;0;0
363;__________;cat;10.10.2015;None;female;___ ______;12;TRUE;10;0;1;0;0
364;_______;cat;20.08.2016;None;male;___ ______;12;TRUE;6;1;1;0;0
365;_________;cat;20.06.2015;None;female;___ ______;12;TRUE;3;0;1;0;0
366;_____;cat;10.09.2016;None;female;___ ______;10;TRUE;44;0;1;0;0
367;_____ _______;cat;20.09.2015;None;male;___ ______;1;TRUE;2;0;1;0;0
368;_______;cat;20.09.2014;None;male;___ ______;5;TRUE;3;0;1;0;0
369;____;cat;20.09.2015;None;male;___ ______;5;TRUE;0;0;1;0;0
370;______;cat;12.10.2012;None;male;___ ______;5;TRUE;9;0;1;0;0
371;_____;dog;10.05.2016;None;male;___ ______;6;TRUE;3;0;1;0;0
372;____;cat;10.08.2016;None;female;___ ______;1;TRUE;4;0;1;0;0
373;____;cat;20.08.2014;None;male;___ ______;4;TRUE;1;0;1;0;0
374;_____;cat;09.09.2015;None;male;___ ______;1;TRUE;3;0;1;0;0
375;______;cat;20.08.2016;None;male;___ ______;1;TRUE;1;0;1;0;0
376;____;cat;10.09.2013;None;male;___ ______;4;TRUE;3;0;1;0;0
377;____;dog;10.07.2015;None;female;___ ______;6;FALSE;30;2;0;0;0
378;________;cat;10.10.2016;None;male;___ ______;1;TRUE;14;0;1;0;0
379;____;cat;10.10.2014;None;female;___ ______;4;TRUE;2;0;1;0;0
380;________;cat;20.10.2013;None;male;___ ______;4;TRUE;0;0;1;0;0
381;_____;cat;20.08.2013;None;male;___ ______;4;TRUE;5;0;1;0;0
382;______;cat;02.10.2015;None;male;___ ______;1;TRUE;1;0;1;0;0
383;____;cat;20.07.2014;None;female;___ ______;4;TRUE;0;0;1;0;0
384;____;cat;20.09.2014;None;male;___ ______;4;TRUE;3;0;1;0;0
385;____;dog;20.08.2009;None;male;___ ______;6;FALSE;52;0;0;0;0
386;____;dog;20.05.2017;None;female;___ ______;6;FALSE;25;1;0;0;0
387;______;cat;20.05.2016;None;male;___ ______;12;TRUE;4;0;1;0;0
388;____;dog;20.05.2017;None;female;___ ______;6;TRUE;33;2;1;0;0
389;___;dog;20.05.2017;None;female;___ ______;6;TRUE;19;0;1;0;0
390;__________;cat;10.10.2014;None;female;___ ______;1;TRUE;15;0;1;0;0
391;______;cat;20.09.2015;None;male;___ ______;1;TRUE;2;0;1;0;0
392;____;cat;20.05.2015;None;male;___ ______;12;TRUE;1;0;1;0;0
393;______;cat;02.08.2015;None;female;___ ______;4;TRUE;1;0;1;0;0
394;________;cat;02.08.2012;None;female;___ ______;5;TRUE;24;0;1;0;0
395;_________;cat;20.06.2014;None;female;___ ______;5;TRUE;1;0;1;0;0
396;_______;cat;20.06.2015;None;female;___ ______;5;TRUE;10;0;1;0;0
397;_______;cat;20.05.2013;None;male;___ ______;5;TRUE;0;0;1;0;0
398;______;cat;20.07.2014;None;male;___ ______;10;TRUE;6;0;1;0;0
399;_______;cat;01.03.2017;None;female;___ ______;1;TRUE;2;1;1;0;0
400;_____;dog;20.05.2017;None;male;___ ______;6;FALSE;32;0;0;0;0
401;____;cat;20.06.2015;None;male;_______ _______;4;TRUE;2;0;1;0;0
402;_____;cat;10.05.2017;None;female;___ ______;4;TRUE;0;0;1;0;0
403;______;cat;20.08.2013;None;female;___ ______;4;TRUE;11;0;1;0;0
404;_______;cat;20.07.2015;None;female;___ ______;4;TRUE;1;0;1;0;0
405;_______;cat;20.05.2004;None;male;___ ______;4;TRUE;3;0;1;0;0
406;_______;cat;20.04.2017;None;female;___ ______;1;TRUE;16;1;1;0;0
407;______;cat;10.10.2016;None;male;___ ______;5;TRUE;2;0;1;0;0
408;_____;cat;10.05.2015;None;male;___ ______;5;TRUE;2;0;1;0;0
409;______;cat;20.05.2015;None;male;___ ______;5;TRUE;5;0;1;0;0
410;_____;cat;20.07.2014;None;female;___ ______;5;TRUE;13;0;1;0;0
411;______;cat;20.05.2015;None;female;___ ______;5;TRUE;13;0;1;0;0
412;________;cat;29.11.2015;None;female;___ ______;1;TRUE;3;0;1;0;0
413;____;cat;20.03.2014;None;female;___ ______;4;TRUE;0;0;1;0;0
414;____;cat;20.05.2016;None;female;___ ______;4;TRUE;2;0;1;0;0
415;______;cat;06.06.2015;None;male;___ ______;1;TRUE;2;0;1;0;0
416;_________;cat;20.05.2015;None;female;___ ______;4;TRUE;3;0;1;0;0
417;_____;cat;20.05.2015;None;female;___ ______;4;TRUE;2;0;1;0;0
418;_____;cat;20.09.2014;None;male;___ ______;13;TRUE;1;0;1;0;0
419;______;cat;20.04.2015;None;male;___ ______;1;TRUE;4;0;1;0;0
420;______;cat;20.10.2014;None;male;___ ______;5;TRUE;23;0;1;0;0
421;_____;cat;20.05.2015;None;male;___ ______;5;TRUE;25;0;1;0;0
422;_____;cat;12.10.2015;None;female;___ ______;12;TRUE;6;0;1;0;0
423;_____;cat;10.08.2017;None;male;___ ______;13;TRUE;5;0;1;0;0
424;______;cat;10.08.2017;None;male;___ ______;13;TRUE;2;0;1;0;0
425;______;cat;10.05.2014;None;male;___ ______;13;TRUE;9;0;1;0;0
426;_____;cat;20.03.2011;None;male;___ ______;4;TRUE;20;1;1;0;0
427;____;cat;20.06.2015;None;male;___ ______;4;TRUE;4;0;1;0;0
428;________;cat;20.05.2015;None;female;___ ______;13;FALSE;96;1;0;0;0
429;______;cat;14.12.2017;None;male;___ ______;4;TRUE;6;0;1;0;0
430;_______;cat;20.05.2014;None;male;___ ______;4;TRUE;4;0;1;0;0
431;____;cat;20.03.2017;None;female;___ ______;13;FALSE;109;1;0;0;0
432;______;cat;10.09.2016;None;male;___ ______;13;TRUE;7;0;1;0;0
433;_________;cat;20.05.2015;None;male;___ ______;1;TRUE;5;0;1;0;0
434;_____;cat;12.12.2016;None;female;___ ______;13;TRUE;3;1;1;0;0
435;_____;cat;20.08.2015;None;male;___ ______;13;TRUE;3;0;1;0;0
436;_______;cat;20.07.2015;None;female;___ ______;1;TRUE;3;0;1;0;0
437;______;cat;20.09.2015;None;male;___ ______;1;TRUE;2;1;1;0;0
438;______;cat;20.07.2015;None;female;___ ______;5;TRUE;13;1;1;0;0
439;______;cat;20.05.2015;None;female;___ ______;5;TRUE;3;0;1;0;0
440;_______;cat;10.07.2015;None;female;___ ______;5;TRUE;5;0;1;0;0
441;_________;cat;12.12.2014;None;male;___ ______;13;FALSE;64;1;0;0;0
442;_____ __________;cat;12.12.2015;None;female;___ ______;13;FALSE;52;1;0;0;0
443;____;cat;22.10.2015;None;female;___ ______;12;TRUE;4;0;1;0;0
444;_______;cat;20.06.2014;None;male;___ ______;4;TRUE;1;0;1;0;0
445;_____;cat;20.06.2017;None;female;___ ______;1;TRUE;1;0;1;0;0
446;____;cat;30.10.2014;None;male;___ ______;4;TRUE;2;0;1;0;0
447;_______;cat;20.01.2015;None;male;___ ______;4;TRUE;24;0;1;0;0
448;_____;cat;31.10.2015;None;female;___ ______;4;TRUE;0;0;1;0;0
449;_______;cat;20.07.2014;None;female;___ ______;4;TRUE;0;0;1;0;0
450;_____;cat;20.12.2015;None;male;___ ______;4;TRUE;2;0;1;0;0
451;_____;cat;20.10.2014;None;female;___ ______;4;TRUE;1;0;1;0;0
452;_________;cat;20.10.2015;None;male;___ ______;4;TRUE;7;0;1;0;0
453;_______;cat;05.10.2014;None;male;___ ______;4;TRUE;4;0;1;0;0
454;_______;cat;03.01.2016;None;male;___ ______;1;TRUE;6;0;1;0;0
455;__________;cat;12.10.2011;None;female;___ ______;12;FALSE;2;0;0;0;0
456;_____;cat;09.07.2017;None;female;___ ______;13;TRUE;3;0;1;0;0
457;_______;cat;20.10.2015;None;female;___ ______;1;TRUE;15;0;1;0;0
458;_____;cat;10.01.2014;None;female;___ ______;1;TRUE;9;0;1;0;0
459;_______;cat;20.06.2015;None;male;___ ______;4;TRUE;1;0;1;0;0
460;_______;cat;30.07.2014;None;male;___ ______;5;TRUE;2;0;1;0;0
461;_____;cat;05.04.2017;None;male;___ ______;5;TRUE;3;0;1;0;0
462;______;cat;10.08.2015;None;female;___ ______;5;TRUE;1;0;1;0;0
463;_______;cat;30.01.2017;None;female;___ ______;12;TRUE;4;0;1;0;0
464;____;cat;20.07.2017;None;female;___ ______;13;FALSE;83;0;0;0;0
465;_____;cat;10.06.2017;None;female;___ ______;13;TRUE;10;0;1;0;0
466;_________;cat;20.04.2014;None;female;___ ______;4;TRUE;1;0;1;0;0
467;____ ___;cat;05.02.2014;None;male;___ ______;4;TRUE;1;0;1;0;0
468;_____;cat;20.09.2017;None;female;___ ______;1;TRUE;14;1;1;0;0
469;______;cat;20.01.2016;None;female;___ ______;1;TRUE;7;0;1;0;0
470;_________;cat;20.05.2015;None;male;___ ______;11;TRUE;22;1;1;0;0
471;_________;cat;06.11.2016;None;female;___ ______;11;TRUE;0;0;1;0;0
472;_____;cat;20.01.2016;None;male;___ ______;1;TRUE;3;0;1;0;0
473;_______;cat;20.07.2016;None;female;___ ______;1;TRUE;8;0;1;0;0
474;_____;cat;10.01.2008;None;male;___ ______;5;TRUE;19;2;1;0;0
475;_______;cat;20.01.2017;None;female;___ ______;5;TRUE;7;0;1;0;0
476;_______;cat;20.01.2016;None;female;___ ______;5;TRUE;9;0;1;0;0
477;________;cat;20.01.2015;None;female;___ ______;1;FALSE;22;0;0;0;0
478;_______;cat;20.01.2016;None;female;___ ______;4;TRUE;1;0;1;0;0
479;____;cat;20.01.2015;None;male;___ ______;4;TRUE;1;0;1;0;0
480;_______;cat;02.01.2016;None;female;___ ______;1;TRUE;4;0;1;0;0
481;____;cat;02.02.2016;None;female;___ ______;4;TRUE;12;0;1;0;0
482;_____;cat;20.01.2013;None;male;___ ______;4;TRUE;8;0;1;0;0
483;_______;cat;20.01.2015;None;female;___ ______;4;TRUE;2;0;1;0;0
484;______;cat;20.01.2015;None;male;___ ______;4;TRUE;17;0;1;0;0
485;____;cat;20.01.2016;None;female;___ ______;13;TRUE;11;1;1;0;0
486;______;cat;20.01.2014;None;female;___ ______;5;TRUE;2;0;1;0;0
487;____;cat;20.01.2015;None;male;___ ______;4;TRUE;6;0;1;0;0
488;_____;cat;20.01.2016;None;female;___ ______;4;TRUE;9;0;1;0;0
489;______;cat;20.01.2016;None;male;___ ______;1;TRUE;11;0;1;0;0
490;_____;cat;20.01.2017;None;female;___ ______;4;TRUE;3;0;1;0;0
491;________;cat;20.01.2017;None;female;___ ______;4;TRUE;6;0;1;0;0
492;_____ ___;cat;20.01.2016;None;male;___ ______;1;TRUE;51;1;1;0;0
493;______;cat;20.06.2017;None;female;___ ______;13;FALSE;66;0;0;0;0
494;____;cat;20.01.2015;None;female;___ ______;5;TRUE;3;0;1;0;0
495;_____;cat;20.05.2017;None;male;___ ______;4;TRUE;16;0;1;0;0
496;_______;cat;07.08.2017;None;male;___ ______;1;FALSE;6;0;0;0;0
497;_______;cat;20.01.2016;None;male;___ ______;1;TRUE;4;0;1;0;0
498;_____;cat;20.01.2015;None;female;___ ______;10;FALSE;18;0;0;0;0
499;____;cat;20.01.2017;None;female;___ ______;10;FALSE;21;0;0;0;0
500;_____;cat;20.01.2013;None;female;___ ______;13;FALSE;33;0;0;0;0
501;______;cat;30.01.2015;None;female;___ ______;13;FALSE;33;0;0;0;0
502;_______;cat;20.01.2008;None;male;___ ______;4;TRUE;15;0;1;0;0
503;____;cat;20.01.2014;None;female;___ ______;4;TRUE;7;0;1;0;0
504;________;cat;02.02.2014;None;female;___ ______;4;TRUE;10;0;1;0;0
505;______;cat;20.01.2017;None;female;___ ______;10;TRUE;2;0;1;0;0
506;_____;cat;15.05.2017;None;female;___ ______;10;TRUE;16;0;1;0;0
507;___;cat;20.01.2013;None;female;___ ______;5;TRUE;9;0;1;0;0
508;________;cat;02.08.2017;None;female;___ ______;1;TRUE;8;0;1;0;0
509;______;cat;20.09.2017;None;female;___ ______;1;TRUE;10;0;1;0;0
510;_____;cat;02.08.2017;None;male;___ ______;1;TRUE;4;0;1;0;0
511;_____;cat;20.01.2015;None;female;___ ______;13;TRUE;7;0;1;0;0
512;_____;cat;04.03.2013;None;male;___ ______;1;FALSE;45;2;0;0;0
513;_______;cat;20.06.2017;None;female;___ ______;10;FALSE;34;1;0;0;0
514;______;cat;20.01.2015;None;female;___ ______;4;TRUE;3;0;1;0;0
515;____;cat;06.07.2017;None;male;___ ______;13;TRUE;0;0;1;0;0
516;____;cat;20.01.2016;None;female;___ ______;13;TRUE;3;0;1;0;0
517;______;cat;20.01.2015;None;female;___ ______;10;TRUE;46;1;1;0;0
518;_____;cat;20.01.2017;None;female;___ ______;13;FALSE;38;1;0;0;0
519;_____;cat;20.01.2014;None;female;___ ______;5;TRUE;2;0;1;0;0
520;__________;cat;20.02.2015;None;female;___ ______;5;TRUE;1;0;1;0;0
521;____;cat;20.08.2016;None;female;___ ______;13;TRUE;5;0;1;0;0
522;_____;cat;20.09.2016;None;female;___ ______;1;FALSE;20;0;0;0;0
523;____;cat;20.01.2013;None;female;___ ______;1;TRUE;6;0;1;0;0
524;______;cat;20.02.2017;None;female;___ ______;1;FALSE;8;0;0;0;0
525;______;cat;02.02.2016;None;female;___ ______;10;TRUE;4;0;1;0;0
526;______;cat;20.01.2015;None;male;___ ______;10;TRUE;11;0;1;0;0
527;_______;cat;20.01.2013;None;female;___ ______;10;TRUE;15;0;1;0;0
528;____;cat;20.09.2016;None;female;___ ______;1;TRUE;3;0;1;0;0
529;____;cat;20.01.2016;None;female;___ ______;13;FALSE;32;0;0;0;0
530;_____;cat;20.01.2016;None;female;___ ______;11;TRUE;15;0;1;0;0
531;______;cat;10.10.2017;None;male;___ ______;10;TRUE;23;0;1;0;0
532;_____;cat;10.10.2017;None;female;___ ______;10;TRUE;8;0;1;0;0
533;______;cat;10.10.2017;None;male;___ ______;10;TRUE;10;0;1;0;0
534;_____;dog;29.09.2016;None;male;___ ______;14;FALSE;23;1;0;0;0
535;____;dog;20.12.2015;None;female;___ ______;14;TRUE;19;0;1;0;0
536;_____;cat;10.02.2013;None;male;___ ______;4;TRUE;18;0;1;0;0
537;_____;cat;20.01.2013;None;female;___ ______;4;TRUE;13;4;1;0;0
538;_________;cat;20.02.2013;None;male;___ ______;4;TRUE;6;0;1;0;0
539;____;cat;20.03.2015;None;female;___ ______;4;TRUE;19;0;1;0;0
540;_____;cat;20.02.2016;None;male;___ ______;12;TRUE;4;0;1;0;0
541;______;cat;20.03.2016;None;male;___ ______;4;TRUE;2;0;1;0;0
542;____;cat;20.09.2016;None;female;___ ______;10;FALSE;20;1;0;0;0
543;_____;cat;20.09.2016;None;female;___ ______;1;TRUE;10;0;1;0;0
544;____;cat;20.02.2013;None;female;___ ______;1;TRUE;6;0;1;0;0
545;____;cat;12.10.2017;None;female;___ ______;10;FALSE;12;0;0;0;0
546;_________;cat;20.03.2013;None;female;___ ______;1;TRUE;12;0;1;0;0
547;_______;cat;23.04.2018;None;female;___ ______;1;TRUE;12;0;1;0;0
548;____;cat;20.02.2015;None;male;___ ______;12;TRUE;15;1;1;0;0
549;_______;cat;20.04.2015;None;male;___ ______;4;FALSE;5;0;0;0;0
550;______;cat;20.01.2017;None;male;___ ______;13;TRUE;4;0;1;0;0
551;______;cat;30.09.2015;None;female;___ ______;10;FALSE;25;0;0;0;0
552;______;cat;20.09.2016;None;male;___ ______;10;FALSE;15;0;0;0;0
553;_____;cat;20.03.2015;None;female;___ ______;10;FALSE;10;0;0;0;0
554;_____;cat;30.09.2015;None;female;___ ______;10;FALSE;24;0;0;0;0
555;____;cat;20.04.2013;None;female;___ ______;10;FALSE;12;0;0;0;0
556;_____;dog;20.04.2013;None;female;___ ______;14;FALSE;16;0;0;0;0
557;_____;dog;20.03.2010;None;male;___ ______;14;FALSE;62;1;0;0;0
558;________;cat;20.03.2016;None;female;___ ______;1;FALSE;10;0;0;0;0
559;____;dog;20.01.2016;None;female;___ ______;6;FALSE;26;0;0;0;0
560;____;cat;10.07.2018;None;female;___ ______;1;TRUE;7;0;1;0;0
561;__________;cat;22.03.2016;None;male;___ ______;1;FALSE;1;1;0;0;0
562;_____;cat;20.04.2016;None;female;___ ______;11;TRUE;1;0;1;0;0
563;_____;cat;20.03.2015;None;female;___ ______;11;TRUE;3;0;1;0;0
564;______;cat;20.04.2016;None;female;___ ______;11;TRUE;6;0;1;0;0
565;____;cat;20.09.2016;None;male;___ ______;10;FALSE;14;0;0;0;0
566;_________;cat;20.04.2014;None;female;___ ______;1;TRUE;5;0;1;0;0
567;_________;cat;20.04.2016;None;male;___ ______;10;TRUE;2;0;1;0;0
568;_____;cat;20.03.2015;None;male;___ ______;11;TRUE;4;0;1;0;0
569;______;cat;20.03.2016;None;female;___ ______;4;TRUE;6;0;1;0;0
570;_________;cat;20.05.2014;None;male;__________ _________ _____;1;TRUE;3;0;1;0;0
571;_____;cat;20.05.2014;None;female;___ ______;1;FALSE;2;1;0;0;0
572;_______;cat;20.03.2013;None;female;___ ______;1;TRUE;7;0;1;0;0
573;_____;cat;20.03.2014;None;male;___ ______;10;FALSE;40;3;0;0;0
574;_____;cat;20.03.2015;None;female;___ ______;10;FALSE;14;0;0;0;0
575;______;cat;20.12.2016;None;female;___ ______;13;TRUE;8;0;1;0;0
576;____;cat;20.03.2014;None;female;___ ______;10;FALSE;22;0;0;0;0
577;______;cat;20.12.2016;None;male;___ ______;11;TRUE;21;1;1;0;0
578;____;cat;20.05.2013;None;male;___ ______;10;FALSE;18;0;0;0;0
579;_______;cat;20.05.2017;None;female;___ ______;1;TRUE;7;0;1;0;0
580;_______;cat;01.09.2018;None;male;___ ______;1;FALSE;2;0;0;0;0
581;_____;cat;20.04.2017;None;female;___ ______;12;TRUE;0;0;1;0;0
582;___;dog;20.01.2016;None;female;___ ______;6;FALSE;11;0;0;0;0
583;______;dog;24.06.2015;None;male;___ ______;6;FALSE;15;0;0;0;0
584;_____;dog;20.03.2016;None;female;___ ______;6;TRUE;7;0;1;0;0
585;___;dog;20.04.2015;None;male;___ ______;6;FALSE;20;1;0;0;0
586;____;cat;20.05.2017;None;female;___ ______;11;TRUE;13;0;1;0;0
587;____;cat;20.05.2017;None;male;___ ______;11;TRUE;4;0;1;0;0
588;______;cat;20.03.2016;None;female;___ ______;1;TRUE;1;0;1;0;0
589;________;cat;20.04.2016;None;female;___ ______;1;TRUE;2;0;1;0;0
590;_____;cat;20.03.2014;None;female;___ ______;1;TRUE;6;0;1;0;0
591;_____;cat;20.03.2015;None;female;___ ______;4;TRUE;12;0;1;0;0
592;__________;cat;20.05.2016;None;female;___ ______;4;TRUE;2;0;1;0;0
593;_____;cat;20.04.2016;None;female;___ ______;4;TRUE;1;0;1;0;0
594;______;cat;20.01.2016;None;male;___ ______;4;TRUE;2;1;1;0;0
595;_____;cat;20.03.2016;None;female;___ ______;4;TRUE;3;1;1;0;0
596;____;cat;20.05.2017;None;male;___ ______;12;TRUE;3;1;1;0;0
597;_____;cat;29.12.2014;None;male;___ ______;12;TRUE;9;0;1;0;0
598;___;cat;15.06.2014;None;female;___ ______;4;TRUE;3;0;1;0;0
599;_____;dog;22.06.2005;None;female;___ ______;14;TRUE;26;1;1;0;0
600;______;cat;20.10.2016;None;male;___ ______;1;TRUE;14;0;1;0;0
601;____;cat;20.10.2016;None;female;___ ______;1;TRUE;3;0;1;0;0
602;____;cat;20.03.2016;None;female;___ ______;10;TRUE;6;0;1;0;0
603;_____;cat;20.01.2017;None;male;___ ______;10;FALSE;16;0;0;0;0
604;___;cat;20.03.2014;None;male;___ ______;12;TRUE;2;0;1;0;0
605;_____;cat;20.04.2015;None;male;___ ______;4;TRUE;6;1;1;0;0
606;________;cat;21.03.2016;None;female;___ ______;4;TRUE;4;0;1;0;0
607;____;cat;12.02.2017;None;male;___ ______;13;FALSE;70;0;0;0;0
608;_____;cat;18.02.2017;None;female;___ ______;1;TRUE;4;0;1;0;0
609;_____;cat;20.03.2016;None;male;___ ______;1;TRUE;4;0;1;0;0
610;_______;cat;28.03.2013;None;female;___ ______;1;FALSE;1;0;0;0;0
611;_____;cat;13.04.2015;None;female;___ ______;13;TRUE;10;0;1;0;0
612;______;cat;20.01.2017;None;male;___ ______;14;TRUE;27;0;1;0;0
613;____-____;cat;24.12.2016;None;male;___ ______;14;TRUE;54;0;1;0;0
614;________;cat;20.03.2016;None;female;___ ______;10;TRUE;3;0;1;0;0
615;______;cat;31.12.2016;None;male;___ ______;1;TRUE;1;0;1;0;0
616;_____;cat;20.02.2015;None;female;___ ______;14;FALSE;10;0;0;0;0
617;______;cat;23.04.2015;None;male;___ ______;11;TRUE;4;0;1;0;0
618;______;cat;20.06.2017;None;female;___ ______;11;TRUE;19;1;1;0;0
619;______;cat;20.04.2016;None;male;___ ______;1;TRUE;9;2;1;0;0
620;______;cat;20.07.2014;None;female;___ ______;1;TRUE;2;0;1;0;0
621;_____;cat;20.07.2014;None;male;___ ______;1;TRUE;1;0;1;0;0
622;_______;cat;20.04.2016;None;male;___ ______;1;TRUE;3;0;1;0;0
623;____;cat;20.05.2014;None;female;___ ______;14;FALSE;20;0;0;0;0
624;_____;cat;02.01.2018;None;male;___ ______;14;TRUE;4;0;1;0;0
625;____;dog;20.05.2010;None;female;___ ______;14;TRUE;5;0;1;0;0
626;___;cat;23.03.2016;None;female;___ ______;4;TRUE;4;1;1;0;0
627;_______;cat;12.03.2015;None;female;___ ______;4;TRUE;0;0;1;0;0
628;______;cat;20.03.2016;None;female;___ ______;1;TRUE;8;0;1;0;0
629;_____;cat;19.07.2013;None;female;___ ______;1;TRUE;1;0;1;0;0
630;____;cat;20.03.2007;None;female;___ ______;1;FALSE;16;0;0;0;0
631;_____;cat;20.04.2015;None;female;___ ______;4;TRUE;4;0;1;0;0
632;________;cat;08.01.2018;None;female;___ ______;1;TRUE;1;0;1;0;0
633;____;cat;20.05.2014;None;male;___ ______;11;TRUE;7;0;1;0;0
634;_____;cat;20.05.2016;None;male;___ ______;4;TRUE;0;0;1;0;0
635;_____;cat;24.04.2014;None;female;___ ______;4;TRUE;4;0;1;0;0
636;____;cat;10.02.2016;None;male;___ ______;14;FALSE;11;0;0;0;0
637;____;cat;20.03.2015;None;female;___ ______;4;TRUE;8;1;1;0;0
638;_______;cat;20.05.2016;None;male;___ ______;4;TRUE;2;0;1;0;0
639;______;cat;22.07.2013;None;male;___ ______;4;TRUE;1;0;1;0;0
640;________;cat;14.06.2015;None;female;___ ______;4;TRUE;1;0;1;0;0
641;________;cat;20.03.2013;None;male;___ ______;12;TRUE;1;0;1;0;0
642;_____;cat;25.05.2014;None;female;___ ______;1;TRUE;3;0;1;0;0
643;______;cat;12.04.2013;None;female;___ ______;1;TRUE;4;0;1;0;0
644;______;cat;23.07.2016;None;female;___ ______;1;TRUE;2;0;1;0;0
645;_____;cat;29.04.2006;None;female;___ ______;4;TRUE;6;0;1;0;0
646;______;cat;20.03.2015;None;male;___ ______;1;TRUE;12;0;1;0;0
647;____;cat;21.04.2016;None;female;___ ______;14;FALSE;20;0;0;0;0
648;______;cat;20.05.2017;None;male;___ ______;14;TRUE;23;2;1;0;0
649;___;cat;20.05.2017;None;male;___ ______;4;TRUE;0;0;1;0;0
650;______;cat;25.03.2013;None;female;___ ______;4;TRUE;4;1;1;0;0
651;____;cat;14.07.2015;None;male;___ ______;4;TRUE;2;0;1;0;0
652;____;cat;20.02.2018;None;male;___ ______;13;FALSE;29;0;0;0;0
653;______;cat;12.02.2005;None;female;___ ______;4;TRUE;6;0;1;0;0
654;________;cat;20.04.2013;None;female;___ ______;4;TRUE;1;0;1;0;0
655;______;cat;02.01.2016;None;female;___ ______;1;TRUE;2;0;1;0;0
656;_____;cat;24.04.2017;None;male;___ ______;1;TRUE;2;0;1;0;0
657;________;cat;26.03.2017;None;female;___ ______;1;TRUE;4;0;1;0;0
658;______;cat;20.04.2016;None;female;___ ______;14;FALSE;10;0;0;0;0
659;______;cat;29.03.2017;None;female;___ ______;1;TRUE;2;0;1;0;0
660;________;cat;09.11.2017;None;female;___ ______;10;TRUE;6;0;1;0;0
661;_____;cat;21.07.2017;None;male;___ ______;4;FALSE;2;0;0;0;0
662;____;cat;20.08.2014;None;female;___ ______;4;TRUE;6;0;1;0;0
663;____;cat;20.10.2017;None;female;___ ______;4;TRUE;0;0;1;0;0
664;______;cat;21.05.2016;None;female;___ ______;4;TRUE;3;0;1;0;0
665;____;cat;20.03.2017;None;female;___ ______;4;TRUE;1;0;1;0;0
667;____;cat;20.02.2012;None;female;___ ______;4;TRUE;4;0;1;0;0
668;____;cat;20.04.2009;None;female;___ ______;4;TRUE;1;0;1;0;0
669;_____;cat;25.04.2013;None;male;___ ______;4;TRUE;4;0;1;0;0
670;____;cat;12.04.2017;None;female;___ ______;4;TRUE;1;0;1;0;0
671;________;cat;23.04.2017;None;female;___ ______;4;TRUE;7;0;1;0;0
672;_____;cat;14.06.2016;None;female;___ ______;4;TRUE;12;0;1;0;0
673;____;cat;20.04.2016;None;male;___ ______;1;TRUE;5;0;1;0;0
674;________;cat;11.09.2017;None;female;___ ______;1;TRUE;0;0;1;0;0
675;______;cat;20.03.2018;None;female;___ ______;10;TRUE;3;0;1;0;0
676;____;cat;24.05.2014;None;female;___ ______;10;FALSE;14;0;0;0;0
677;_______;cat;20.03.2012;None;female;___ ______;1;TRUE;1;0;1;0;0
678;________;cat;14.04.2006;None;female;___ ______;4;TRUE;4;2;1;0;0
679;___;cat;25.06.2017;None;female;___ ______;4;TRUE;5;0;1;0;0
680;____;dog;21.08.2016;None;male;___ ______;14;FALSE;46;0;0;0;0
681;______;cat;23.08.2016;None;male;___ ______;1;TRUE;7;0;1;0;0
682;_____;cat;11.02.2017;None;male;___ ______;1;TRUE;11;0;1;0;0
683;_______;cat;14.09.2016;None;female;___ ______;1;TRUE;10;0;1;0;0
684;____;cat;20.03.2017;None;female;___ ______;4;TRUE;2;0;1;0;0
685;_____;cat;20.03.2017;None;female;___ ______;4;TRUE;1;0;1;0;0
686;_____;cat;18.05.2011;None;female;___ ______;4;TRUE;1;0;1;0;0
687;_____;cat;26.06.2015;None;female;___ ______;4;TRUE;4;0;1;0;0
688;_________;cat;20.03.2016;None;male;___ ______;10;TRUE;1;0;1;0;0
689;___;dog;20.05.2015;None;female;___ ______;14;TRUE;2;0;1;0;0
690;____;cat;23.04.2016;None;female;___ ______;4;TRUE;3;0;1;0;0
